Rx_lat,Rx_lon,Tx_id,City,Tx_lat,Tx_lon,Distance,Tx_power,Tx_alt,Tx_antenna_height,Tx_height,Freq,Rx_antenna_height,Rx_height,Azimut_Tx_Rx,Tilt_Tx_Rx,Rx_alt,Slope_Tx_Rx,Roughness_Tx_Rx,Slope_Tx_Rx_50m,Roughness_Tx_Rx_50m,Slope_Local_Rx_50m,Roughness_Local_Rx_50m,LOS,First_building_m,First_tree_m,Fresnel_buildings,Fresnel_trees,Buildings_near_Rx,Trees_near_Rx,Environment
6.37958,2.36331,COTO,cotonou,6.352268,2.402957,5325.751776278166,21238.37353,9.0,100.0,109.0,570.0,10,12.487627029418945,304.73008993241,1.0381907885775037,2.4876270294189453,-0.00022834539413452148,1.1454814138976233,-0.0002868788330643265,1.143777332096779,-0.004213547706604004,0.19507965244349446,0,5037.584846499588,4792.109313725243,2,11,1,14,urban
6.38308,2.36097,ABCA,cotonou,6.4302,2.3471,5432.131361256864,21238.37353,17.0,150.0,167.0,570.0,10,11.90708327293396,163.69415197454464,1.6354089393837958,1.90708327293396,-0.0024369400936168637,3.2277399191232377,-0.0023933940415960474,3.2189677681756095,0.0015511184525194897,0.048616605403901364,1,-1.0,-1.0,0,0,1,4,urban
6.38208,2.36325,COTO,cotonou,6.352268,2.402957,5492.571572478567,21238.37353,9.0,100.0,109.0,570.0,10,12.927932500839233,307.07177248805993,1.0020739224522794,2.9279325008392334,-0.00014113386472066242,1.0894665123704097,-0.00017493420248031159,1.0867427385195314,-0.0037801877653860917,0.09820075966052727,0,5063.2924315433675,5041.278116623614,2,10,1,6,urban
6.38717,2.36008,ABCA,cotonou,6.4302,2.3471,4970.544131993259,21238.37353,17.0,150.0,167.0,570.0,10,11.515289783477783,163.31238426350762,1.7916979315957482,1.5152897834777832,-0.0027504992772297687,3.3727901175621042,-0.0027262630207198005,3.3531491426879247,-0.0004764358202616374,0.017529762550866686,1,-1.0,-1.0,0,0,0,5,urban
6.38358,2.36361,ABCA,cotonou,6.4302,2.3471,5469.591242329795,21238.37353,17.0,150.0,167.0,570.0,10,13.120882272720337,160.61067640462795,1.6115096361119166,3.120882272720337,-0.0022025307670968473,3.1519198940798807,-0.002183809699906208,3.144546529361619,0.0027661802695966575,0.10385793251174608,1,-1.0,-1.0,0,0,1,13,urban
6.38519,2.36624,ABCA,cotonou,6.4302,2.3471,5409.226577788564,21238.37353,17.0,150.0,167.0,570.0,10,13.116812944412231,157.09087026127884,1.6295268235148836,3.1168129444122314,-0.0022276175395340328,3.113475569768579,-0.002120113909324048,3.1075495539285893,0.007519705330475505,0.2397681881684825,1,-1.0,-1.0,0,0,0,10,urban
6.38433,2.36783,COTO,cotonou,6.352268,2.402957,5260.751110987329,21238.37353,9.0,100.0,109.0,570.0,10,14.031977653503418,312.56669575644696,1.0342013528297664,4.031977653503418,6.155042034206968e-05,1.1179307388164603,-8.820078984612806e-06,1.1150451396744412,-0.0042591562046546,0.15106865620552307,0,-1.0,4807.419852926297,0,3,1,4,urban
6.38244,2.36498,COTO,cotonou,6.352268,2.402957,5365.385562434221,21238.37353,9.0,100.0,109.0,570.0,10,13.910624742507935,308.6413722167984,1.0153323562488867,3.9106247425079346,4.0405371594247645e-05,1.097066600209118,-3.4541943431370244e-05,1.0927845813846488,-0.003805537235619482,0.0670972119038777,1,-1.0,-1.0,0,0,2,1,urban
6.38141,2.36739,COTO,cotonou,6.352268,2.402957,5086.324652845987,21238.37353,9.0,100.0,109.0,570.0,10,13.547499895095825,309.50550353525335,1.0751149167824927,3.547499895095825,-2.685144917267924e-05,1.1072724707363224,1.7175147699755252e-05,1.1036040864435765,0.0036657989025115968,0.16989696621101463,1,-1.0,-1.0,0,0,4,7,urban
6.38557,2.37005,COTO,cotonou,6.352268,2.402957,5178.6043278147945,21238.37353,9.0,100.0,109.0,570.0,10,12.915658950805664,315.52097948136225,1.0629496420510016,2.915658950805664,-0.0001524725401332613,1.0872437831524915,-0.00014645313081287204,1.0810556383040701,0.0006486694018046061,0.0284747407870611,0,4888.021319440417,4815.375567346822,2,12,1,12,urban
6.38372,2.37157,COTO,cotonou,6.352268,2.402957,4914.946569475132,21238.37353,9.0,100.0,109.0,570.0,10,13.232849359512329,315.23830714716746,1.1162602120423375,3.232849359512329,-8.285476111185799e-05,1.122477763382615,-8.376473967919897e-05,1.1157990838888543,0.003183067592453411,0.09304461684328179,1,-1.0,-1.0,0,0,2,12,urban
6.38313,2.37392,COTO,cotonou,6.352268,2.402957,4687.1060968175425,21238.37353,9.0,100.0,109.0,570.0,10,12.70855164527893,316.92367894888105,1.1769133255878548,2.7085516452789307,-0.00021198297002512938,1.1195920728159576,-0.00020361947610911436,1.116184155946373,0.0009955591625637479,0.03660908635170245,1,-1.0,-1.0,0,0,0,15,urban
