Ref,Temp,Rhum,Wdir,Wspd,Pres,Distance,Tx_power,Tx_height,Freq,Slope_Tx_Rx_50m,Roughness_Tx_Rx_50m,Rx_height,Azimut_Tx_Rx,Tilt_Tx_Rx,LOS,First_building_m,First_tree_m,Fresnel_buildings,Fresnel_trees,Buildings_near_Rx,Trees_near_Rx,Environment,E_field,Tx_antenna_height,Rx_antenna_height
cotonou_241,32.0,63.0,220.0,13.0,1010.0,3072.603357234772,21238.37353,109.0,570.0,-0.000238427131895,0.8907516446384639,12.962997436523438,288.21420191715094,1.790248682839918,1,-1.0,-1.0,0,0,2,14,1,60.5,100.0,10
cotonou_233,32.0,63.0,220.0,13.0,1010.0,3447.0774924186853,21238.37353,109.0,570.0,-0.0001932853986734,0.8860180616386336,13.01735258102417,285.43118446254897,1.5949684924839544,1,-1.0,-1.0,0,0,3,11,1,62.1,100.0,10
cotonou_211,30.9,71.0,220.0,18.4,1009.3,3614.127966709307,21238.37353,109.0,570.0,0.000115660729447,0.5018101469804411,14.272826194763184,278.43523799972445,1.5013925843570182,1,-1.0,-1.0,0,0,2,11,1,61.3,100.0,10
cotonou_221,32.0,67.0,220.0,14.8,1009.0,3768.304881867824,21238.37353,109.0,570.0,4.533699725887567e-05,0.4003779077323458,14.375529766082764,274.681958266804,1.4384302411363628,1,-1.0,-1.0,0,0,4,12,1,55.9,100.0,10
cotonou_212,32.0,67.0,220.0,14.8,1009.0,3699.678815526941,21238.37353,109.0,570.0,0.0002048036181942,0.3472912601788964,14.556869506835938,269.4191141775792,1.4622939216353958,1,-1.0,-1.0,0,0,5,8,1,60.3,100.0,10
cotonou_222,29.6,72.0,220.0,14.8,1010.1,3529.5962673231675,21238.37353,109.0,570.0,0.0003066300683551,0.3564563077749137,14.811158657073976,271.74046830090845,1.5286005035650918,1,-1.0,-1.0,0,0,0,2,1,61.6,100.0,10
cotonou_223,29.6,72.0,220.0,14.8,1010.1,3276.2655070848086,21238.37353,109.0,570.0,0.0003081427877006,0.4309051656542626,14.677647590637209,276.09070057841586,1.6490667021582446,1,-1.0,-1.0,0,0,0,16,1,61.8,100.0,10
cotonou_272,29.6,72.0,220.0,14.8,1010.1,3095.01231043658,21238.37353,109.0,570.0,0.0002683040830824,0.4371074673230208,14.489458084106444,275.90978478196973,1.7490634738928703,1,-1.0,-1.0,0,0,2,3,1,56.3,100.0,10
cotonou_262,31.5,70.0,236.0,9.3,1011.4,2980.405356913454,21238.37353,109.0,570.0,8.508629691658819e-05,0.5774535982176787,14.04482364654541,279.9626119941853,1.824815928308346,1,-1.0,-1.0,0,0,0,7,1,59.2,100.0,10
cotonou_232,32.4,63.0,230.0,7.6,1010.7,3220.398276822056,21238.37353,109.0,570.0,-7.083198764909776e-05,0.6173545279088233,13.55777382850647,280.3790349119499,1.6975653549574596,1,-1.0,-1.0,0,0,4,10,1,53.0,100.0,10
cotonou_261,32.4,63.0,230.0,7.6,1010.7,3039.1540272558145,21238.37353,109.0,570.0,-0.0002251684066385,0.8134380582265084,13.04297947883606,285.22530074108863,1.8084329997980555,1,-1.0,-1.0,0,0,0,1,1,63.8,100.0,10
cotonou_273,33.0,63.0,210.0,13.0,1009.0,2758.607162862188,21238.37353,109.0,570.0,7.363092814776918e-05,0.513392001969891,13.912274599075316,277.7746869694792,1.97417350301024,1,-1.0,-1.0,0,0,1,5,1,62.4,100.0,10
cotonou_271,33.0,63.0,210.0,13.0,1009.0,3139.0502296879654,21238.37353,109.0,570.0,0.0001158508556282,0.3531082050107554,14.128990173339844,271.04198349215983,1.7311141720496483,1,-1.0,-1.0,0,0,2,0,1,78.1,100.0,10
cotonou_281,33.0,63.0,210.0,13.0,1009.0,3241.583475755923,21238.37353,109.0,570.0,3.935189436333331e-05,0.351474302438753,13.900843620300291,269.4545977336785,1.680418824518464,1,-1.0,-1.0,0,0,0,4,1,74.7,100.0,10
cotonou_282,33.0,63.0,210.0,13.0,1009.0,3466.628739210918,21238.37353,109.0,570.0,-0.0009579035774462,1.461353106689793,10.316012769937515,263.2377280134364,1.6305897841075554,1,-1.0,-1.0,0,0,0,0,1,69.9,100.0,10
cotonou_283,33.0,63.0,210.0,13.0,1009.0,3052.7840752046363,21238.37353,109.0,570.0,-0.0009602551467907,1.383048127405147,10.710995376110075,261.2815976560275,1.84408732899194,1,-1.0,-1.0,0,0,0,0,1,64.3,100.0,10
cotonou_2121,33.0,63.0,200.0,11.2,1008.0,2800.744709422837,21238.37353,109.0,570.0,-0.0011930460260625,1.2660693306602957,10.30681025981903,261.9412242740908,2.018164819880317,1,-1.0,-1.0,0,0,0,0,1,66.5,100.0,10
cotonou_2122,32.0,71.0,200.0,18.4,1008.0,2494.8787391923147,21238.37353,109.0,570.0,-0.000302155960794,0.5018356998519538,12.82511305809021,263.2933580953988,2.207597481007879,1,-1.0,-1.0,0,0,0,1,1,75.4,100.0,10
cotonou_2123,32.0,71.0,200.0,18.4,1008.0,2504.914417883625,21238.37353,109.0,570.0,-0.0013387231517207,0.8926405038980452,12.225592136383057,259.94968469774835,2.2124544097071084,1,-1.0,-1.0,0,0,0,0,1,55.9,100.0,10
cotonou_2162,32.0,71.0,200.0,18.4,1008.0,2427.2154961201018,21238.37353,109.0,570.0,-0.0010889048078452,0.9630306460013642,10.99561846256256,258.68867310423315,2.3121922513830704,1,-1.0,-1.0,0,0,0,0,1,59.0,100.0,10
cotonou_2161,32.0,71.0,200.0,18.4,1008.0,2291.164993130129,21238.37353,109.0,570.0,-0.0002955737496227,0.4454584912690868,13.088080644607544,262.5815961662611,2.397095609167065,1,-1.0,-1.0,0,0,5,2,1,65.8,100.0,10
cotonou_2163,32.0,71.0,200.0,18.4,1008.0,2146.042881821644,21238.37353,109.0,570.0,-0.0011430318828101,0.7575886556896223,11.187092542648315,257.15314678244886,2.609636055986111,1,-1.0,-1.0,0,0,2,6,1,63.1,100.0,10
cotonou_2201,31.0,75.0,200.0,18.4,1008.0,1997.6924262518385,21238.37353,109.0,570.0,-0.0010027700000339,0.6216706980331164,12.883947134017944,254.86398675041883,2.754578508079184,1,-1.0,-1.0,0,0,0,1,1,72.8,100.0,10
cotonou_2202,31.0,75.0,200.0,18.4,1008.0,1709.8496718973304,21238.37353,109.0,570.0,-4.0192542232595e-05,0.4018576739802592,13.44653868675232,255.18978278177016,3.1985977795941407,1,-1.0,-1.0,0,0,4,4,1,69.3,100.0,10
cotonou_2203,31.0,75.0,200.0,18.4,1008.0,1546.0306695280617,21238.37353,109.0,570.0,0.0004543759204723,0.2714239191665797,14.482590675354004,267.2025056202835,3.4984538135539145,1,-1.0,-1.0,0,0,3,12,1,64.1,100.0,10
cotonou_2151,31.0,75.0,200.0,18.4,1008.0,1763.7579853039406,21238.37353,109.0,570.0,0.0001958087285822,0.3762481547846698,14.26033067703247,271.3462893974142,3.0746687959271304,1,-1.0,-1.0,0,0,3,8,1,66.6,100.0,10
cotonou_2152,31.0,71.0,240.0,9.4,1011.0,1650.753880415097,21238.37353,109.0,570.0,0.0004024140274289,0.4441472984391478,14.690556526184082,273.83659427171995,3.269818502888493,1,-1.0,-1.0,0,0,4,3,1,66.6,100.0,10
cotonou_2191,31.0,71.0,240.0,9.4,1011.0,1217.6787366585486,21238.37353,109.0,570.0,0.0014036603607482,0.3801626926254294,14.910414218902588,273.3653651236717,4.418444075565466,1,-1.0,-1.0,0,0,6,10,1,54.4,100.0,10
cotonou_2192,31.0,71.0,240.0,9.4,1011.0,945.6399511619912,21238.37353,109.0,570.0,0.0016277095850776,0.5685048790960965,15.33803939819336,285.5765153825655,5.6564754174926,1,-1.0,-1.0,0,0,1,15,1,62.9,100.0,10
cotonou_2193,31.0,71.0,240.0,9.4,1011.0,1420.4486693701908,21238.37353,109.0,570.0,0.0011608601086971,0.6512716414995876,15.542208671569824,282.72810122218726,3.7643248776692415,1,-1.0,-1.0,0,0,2,14,1,68.3,100.0,10
cotonou_2181,32.6,66.0,210.0,11.2,1010.9,1216.9490449615014,21238.37353,109.0,570.0,0.001795261195789,0.6727420464464877,15.68159246444702,289.0035247767115,4.384988681717414,1,-1.0,-1.0,0,0,1,14,1,57.1,100.0,10
cotonou_2182,32.6,66.0,210.0,11.2,1010.9,1444.0873258137572,21238.37353,109.0,570.0,0.0004500955372749,0.6661373546271989,14.441511631011965,295.06556416910905,3.746365570927417,1,-1.0,-1.0,0,0,5,7,1,58.2,100.0,10
cotonou_2183,32.6,66.0,210.0,11.2,1010.9,1060.1319726627655,21238.37353,109.0,570.0,0.0010193127905984,0.5866722590519126,14.961089611053469,307.73106631222765,5.069149067524588,1,-1.0,-1.0,0,0,0,9,1,59.3,100.0,10
cotonou_2171,32.6,66.0,210.0,11.2,1010.9,1370.6988571093198,21238.37353,109.0,570.0,-0.0001139410667949,0.7169315719482584,13.5554096698761,303.9592752720254,3.98319400926436,1,-1.0,-1.0,0,0,1,12,1,59.6,100.0,10
cotonou_2172,32.6,66.0,210.0,11.2,1010.9,1150.8843962082135,21238.37353,109.0,570.0,0.0001372281128798,0.4604412723017489,14.213775634765623,313.67748698650973,4.708223573938772,1,-1.0,-1.0,0,0,4,9,1,56.5,100.0,10
cotonou_2173,33.0,63.0,200.0,16.6,1009.0,1291.5449627300927,21238.37353,109.0,570.0,-4.500671669288912e-05,0.4076923077409421,13.665865182876589,320.6120080346369,4.221576226115629,1,-1.0,-1.0,0,0,4,7,1,68.1,100.0,10
cotonou_2132,33.0,63.0,200.0,16.6,1009.0,1968.022503163138,21238.37353,109.0,570.0,-0.0005072016342013,0.7307805697244523,12.759899616241457,309.78088884933584,2.7996439813339364,1,-1.0,-1.0,0,0,2,8,1,72.0,100.0,10
cotonou_2133,33.0,63.0,200.0,16.6,1009.0,2118.5598569701297,21238.37353,109.0,570.0,-0.0004467479714519,0.8707347731829698,12.750686168670654,306.55924950474605,2.601243482365257,1,-1.0,-1.0,0,0,2,12,1,66.2,100.0,10
cotonou_292,33.0,63.0,210.0,18.4,1008.0,2166.001315950873,21238.37353,109.0,570.0,-0.0003485911601298,0.8979518731725395,13.081627368927002,304.2463950735809,2.535607744806154,1,-1.0,-1.0,0,0,3,6,1,64.2,100.0,10
cotonou_291,33.0,63.0,210.0,18.4,1008.0,2206.1820021648828,21238.37353,109.0,570.0,-0.0002799903091631,0.8290579917998921,13.1012122631073,294.42003611464526,2.488978269871138,1,-1.0,-1.0,0,0,0,3,1,75.2,100.0,10
cotonou_293,31.9,70.0,220.0,18.4,1008.0,2426.7475494401674,21238.37353,109.0,570.0,-0.0004812783239413,0.931986285489817,12.849953889846802,301.13849228199683,2.2689265092392787,1,-1.0,-1.0,0,0,3,13,1,62.4,100.0,10
cotonou_2103,31.9,70.0,220.0,18.4,1008.0,2583.5200876281688,21238.37353,109.0,570.0,-0.0001037060366838,0.683490557653835,13.44040846824646,284.19322094237003,2.118298388339204,1,-1.0,-1.0,0,0,5,10,1,70.7,100.0,10
cotonou_2221,32.0,71.0,210.0,22.3,1008.0,1246.064307549385,21238.37353,109.0,570.0,0.0005617288025942,0.3914941014943371,14.75169563293457,338.19727157242323,4.325432898594791,1,-1.0,-1.0,0,0,2,14,1,56.6,100.0,10
cotonou_2223,31.0,75.0,210.0,18.4,1008.0,1007.4143198790524,21238.37353,109.0,570.0,0.0014404162892522,0.3978966711796472,15.028330326080322,342.4843909312297,5.329132972138057,1,-1.0,-1.0,0,0,4,7,1,62.8,100.0,10
cotonou_2261,31.0,75.0,210.0,18.4,1008.0,1105.2897465619849,21238.37353,109.0,570.0,0.0011480011491694,0.436861389619174,15.23134183883667,353.62240070864846,4.849148982170542,1,-1.0,-1.0,0,0,3,10,1,71.2,100.0,10
cotonou_2222,31.0,75.0,210.0,18.4,1008.0,769.8933552890436,21238.37353,109.0,570.0,0.0010414220019812,0.333930817434689,14.565139293670654,339.18599113514057,6.992950142561418,1,-1.0,-1.0,0,0,3,7,1,62.4,100.0,10
cotonou_2263,31.0,75.0,210.0,18.4,1008.0,820.6039167215678,21238.37353,109.0,570.0,0.0012318645583258,0.4047922086039178,14.658854961395264,9.740837742937742,6.5582458648559685,1,-1.0,-1.0,0,0,4,8,1,66.4,100.0,10
cotonou_2262,31.6,70.0,230.0,16.6,1013.0,1092.7200134510306,21238.37353,109.0,570.0,0.0013730621745443,0.4704143437702909,15.322994709014893,8.463031641343662,4.89988831518094,1,-1.0,-1.0,0,0,3,9,1,64.4,100.0,10
cotonou_2301,31.6,70.0,230.0,16.6,1013.0,1079.4054526183677,21238.37353,109.0,570.0,0.0011146235771393,0.4526510237527424,14.932105541229248,21.040442279932503,4.980622161117409,1,-1.0,-1.0,0,0,2,12,1,70.5,100.0,10
cotonou_2303,32.0,67.0,210.0,18.4,1012.0,1151.687933552264,21238.37353,109.0,570.0,0.0008234607494943,0.4567800235486249,14.634876251220703,34.036922622048166,4.684144206463119,1,-1.0,-1.0,0,0,3,3,1,62.5,100.0,10
cotonou_2341,32.0,67.0,210.0,18.4,1012.0,1195.5435189640862,21238.37353,109.0,570.0,0.0010220669564746,0.3933914901189018,14.9500994682312,46.88922885941025,4.49802742141073,1,-1.0,-1.0,0,0,2,3,1,68.1,100.0,10
cotonou_2342,32.0,67.0,210.0,18.4,1012.0,1357.8787021080584,21238.37353,109.0,570.0,0.000919398758397,0.427343255386619,15.043323516845703,56.911847588231126,3.958199092760199,1,-1.0,-1.0,0,0,2,3,1,65.5,100.0,10
cotonou_2343,32.0,67.0,210.0,18.4,1012.0,1631.3242883699072,21238.37353,109.0,570.0,0.0008991772668403,0.3961536521955504,15.23406219482422,53.71558777489071,3.28965114817955,1,-1.0,-1.0,0,0,5,8,1,64.2,100.0,10
cotonou_2351,32.0,67.0,210.0,18.4,1012.0,1382.4306327993138,21238.37353,109.0,570.0,0.0012281954514455,0.550526890656452,15.435359001159668,79.88132881977072,3.8719453613113775,1,-1.0,-1.0,0,0,2,12,1,69.85,100.0,10
cotonou_2353,32.0,71.0,220.0,16.6,1011.0,980.8934346454485,21238.37353,109.0,570.0,0.0018295176823933,0.5367579009484815,15.447038173675535,61.636805792920086,5.448119987206698,1,-1.0,-1.0,0,0,4,9,1,58.7,100.0,10
cotonou_2311,32.0,71.0,220.0,16.6,1011.0,889.7244954272687,21238.37353,109.0,570.0,0.0017867485698999,0.4176394545209398,14.92104434967041,58.00872748813214,6.035993607168935,1,-1.0,-1.0,0,0,0,9,1,54.0,100.0,10
cotonou_2312,31.4,69.0,240.0,16.6,1010.7,482.18069940653567,21238.37353,109.0,570.0,0.0019800154804339,0.3925639587324827,14.690194606781006,65.58972875865038,11.066781001639868,1,-1.0,-1.0,0,0,2,10,1,71.6,100.0,10
cotonou_2313,31.4,69.0,240.0,16.6,1010.7,579.0191730505736,21238.37353,109.0,570.0,0.0016544860506814,0.6045606290208336,14.900596141815186,34.57205249518745,9.230733492873458,1,-1.0,-1.0,0,0,2,12,1,64.7,100.0,10
cotonou_2271,31.4,69.0,240.0,16.6,1010.7,362.0836130630121,21238.37353,109.0,570.0,0.0039539386723878,0.664225232697654,15.336487770080566,36.02262436183412,14.503310859644232,1,-1.0,-1.0,0,0,5,8,1,65.4,100.0,10
cotonou_2272,31.4,69.0,240.0,16.6,1010.7,496.6554965761607,21238.37353,109.0,570.0,0.0015148928290919,0.4423879512253414,14.618048667907717,5.244177367362852,10.759905234066563,1,-1.0,-1.0,0,0,0,10,1,68.1,100.0,10
cotonou_2232,31.0,71.0,210.0,20.5,1010.0,687.0044332271001,21238.37353,109.0,570.0,0.0018841524124145,0.4795452635108033,15.115276336669922,313.3822938700255,7.7817291452086685,1,-1.0,-1.0,0,0,8,9,1,62.0,100.0,10
cotonou_2231,31.0,71.0,210.0,20.5,1010.0,915.8324101029484,21238.37353,109.0,570.0,0.0010519458790018,0.4512212431520847,14.851216793060305,315.0545819853266,5.86946349048247,1,-1.0,-1.0,0,0,2,7,1,58.3,100.0,10
cotonou_2233,31.0,71.0,210.0,20.5,1010.0,593.6865183892411,21238.37353,109.0,570.0,0.0028013769234349,0.5549674062265241,15.254116535186768,295.302281393438,8.973182811314887,1,-1.0,-1.0,0,0,7,10,1,62.1,100.0,10
cotonou_2241,31.0,71.0,210.0,20.5,1010.0,402.2049653726266,21238.37353,109.0,570.0,0.0022428825497627,0.3646613565562455,14.594610214233398,295.0579641621133,13.209325463891815,1,-1.0,-1.0,0,0,3,8,1,60.3,100.0,10
cotonou_2243,30.0,79.0,220.0,18.4,1011.0,841.827017791367,21238.37353,109.0,570.0,0.00113785088036,0.2856273555392594,14.59352445602417,261.03982978452683,6.398685671911359,1,-1.0,-1.0,0,0,0,4,1,70.0,100.0,10
cotonou_312,33.0,63.0,248.0,13.0,1011.0,2242.642512480036,21238.37353,109.0,570.0,0.0001673407503855,0.4205845515325288,14.414307117462158,46.80347120403002,2.415075542613337,1,-1.0,-1.0,0,0,7,9,1,61.6,100.0,10
cotonou_311,33.0,63.0,248.0,13.0,1011.0,1899.038496261962,21238.37353,109.0,570.0,0.0006751505326943,0.4016001755697797,15.126235008239746,50.83394190440231,2.829956333719564,1,-1.0,-1.0,0,0,3,1,1,65.7,100.0,10
cotonou_313,33.0,63.0,248.0,13.0,1011.0,1957.470493280047,21238.37353,109.0,570.0,0.0005075127573897,0.4043305204907438,14.844311237335203,41.9170949376217,2.7538442183921563,1,-1.0,-1.0,0,0,4,9,1,57.9,100.0,10
cotonou_322,32.0,63.0,180.0,14.8,1011.0,1612.154506344501,21238.37353,109.0,570.0,0.0007287285152133,0.4500976165161485,15.109332084655762,31.835471183764582,3.333098166971575,1,-1.0,-1.0,0,0,0,8,1,67.6,100.0,10
cotonou_321,32.0,63.0,180.0,14.8,1011.0,1987.583784392438,21238.37353,109.0,570.0,0.0002828971232895,0.4261847339414175,14.4273419380188,33.81318473595513,2.7241771988474213,1,-1.0,-1.0,0,0,6,5,1,65.5,100.0,10
cotonou_323,32.0,63.0,180.0,14.8,1011.0,1768.7982375063436,21238.37353,109.0,570.0,0.0002976827332692,0.4043283737857613,14.409159660339355,24.290844497602222,3.061116987018921,1,-1.0,-1.0,0,0,7,1,1,56.6,100.0,10
cotonou_331,32.0,63.0,180.0,14.8,1011.0,1451.7463909144044,21238.37353,109.0,570.0,0.0007721827700247,0.4196171481294816,14.973148345947266,20.550677984275183,3.7057626363937297,1,-1.0,-1.0,0,0,3,6,1,58.8,100.0,10
cotonou_333,31.8,66.0,200.0,14.8,1010.6,1580.8634436974712,21238.37353,109.0,570.0,0.0001941868847474,0.4588138252805883,14.055437088012695,5.758058721206112,3.43698008987886,1,-1.0,-1.0,0,0,1,5,1,61.1,100.0,10
cotonou_341,31.8,66.0,200.0,14.8,1010.6,1413.4814340923494,21238.37353,109.0,570.0,0.0002800394888637,0.445597446676878,14.31184720993042,2.196910397215163,3.832479019241259,1,-1.0,-1.0,0,0,2,4,1,70.0,100.0,10
cotonou_2211,31.8,66.0,200.0,14.8,1010.6,1499.1162022925355,21238.37353,109.0,570.0,0.0002592577384068,0.3119645220548425,14.133553981781006,262.2428121693877,3.620939342227486,1,-1.0,-1.0,0,0,1,1,1,65.2,100.0,10
cotonou_2293,31.0,71.0,180.0,18.4,1010.0,851.8459264603373,21238.37353,109.0,570.0,-0.0022884043314123,0.7673596563979794,11.668986797332764,211.8914397847874,6.518287511770561,1,-1.0,-1.0,0,0,0,4,1,75.8,100.0,10
cotonou_2331,31.0,71.0,180.0,18.4,1010.0,546.5874574595372,21238.37353,109.0,570.0,-0.0021523918145351,0.4653880931845287,12.583778858184814,213.60786153215747,10.003873856504566,1,-1.0,-1.0,0,0,2,8,1,66.2,100.0,10
cotonou_2332,31.0,71.0,180.0,18.4,1010.0,681.6810147681416,21238.37353,109.0,570.0,-0.0022684186299641,0.5470117727762561,12.103245496749878,185.24558136469204,8.090046288781629,1,-1.0,-1.0,0,0,3,9,1,69.1,100.0,10
cotonou_2371,30.0,75.0,180.0,20.5,1011.0,423.8983255019532,21238.37353,109.0,570.0,-0.0010846252242724,0.1527730324154463,13.2168710231781,167.97932187906952,12.732605814019434,1,-1.0,-1.0,0,0,1,4,1,66.4,100.0,10
cotonou_2372,30.0,75.0,180.0,20.5,1011.0,625.6827604708335,21238.37353,109.0,570.0,-0.0022901124008745,0.4980619192061101,12.5949866771698,158.19058884998014,8.759233736129827,1,-1.0,-1.0,0,0,0,8,1,77.3,100.0,10
cotonou_2373,30.0,75.0,180.0,20.5,1011.0,500.7534152382397,21238.37353,109.0,570.0,-0.0005359875528435,0.1560783256621003,13.603344440460203,131.81695674109426,10.785959870811029,1,-1.0,-1.0,0,0,0,2,1,73.9,100.0,10
cotonou_2361,30.0,75.0,180.0,20.5,1011.0,1136.8683757057122,21238.37353,109.0,570.0,0.0006687364975611,0.2545703819077791,14.499939441680908,103.05685112146466,4.751680918153485,1,-1.0,-1.0,0,0,0,2,1,75.1,100.0,10
cotonou_2362,29.8,77.0,200.0,11.2,1012.0,1340.8846285867153,21238.37353,109.0,570.0,0.0013987387325746,0.7131403339565525,15.807615280151367,93.79797647134104,3.9757021514938327,1,-1.0,-1.0,0,0,1,13,1,58.1,100.0,10
cotonou_2213,31.0,66.0,250.0,7.6,1013.0,1246.5342423345642,21238.37353,109.0,570.0,0.0002387940883636,0.3267789584288739,14.187602996826172,262.72608416373527,4.349588158837453,1,-1.0,-1.0,0,0,1,6,1,73.7,100.0,10
cotonou_2281,31.5,68.0,230.0,13.0,1012.0,162.48383938758232,21238.37353,109.0,570.0,0.0020287483930587,0.1921673211174125,14.003662109375,267.3297728999952,30.31273369326625,1,-1.0,-1.0,0,0,5,10,1,67.0,100.0,10
cotonou_2363,31.5,68.0,230.0,13.0,1012.0,977.3077257049632,21238.37353,109.0,570.0,0.0012742485318865,0.4798314731168659,15.035852909088137,84.49607538301166,5.491874389033523,1,-1.0,-1.0,0,0,2,5,1,70.9,100.0,10
cotonou_2321,31.5,68.0,230.0,13.0,1012.0,477.2673574488995,21238.37353,109.0,570.0,0.0009080442100564,0.156089875083052,14.090419292449951,100.45291538118228,11.247136142582544,1,-1.0,-1.0,0,0,0,0,1,75.4,100.0,10
cotonou_342,32.0,63.0,210.0,14.8,1011.0,1567.5863468873292,21238.37353,109.0,570.0,-0.000167924246922,0.548535109316944,13.444520950317385,351.0970650193944,3.488266894513928,1,-1.0,-1.0,0,0,3,8,1,66.0,100.0,10
cotonou_343,32.0,63.0,210.0,14.8,1011.0,1868.591484507648,21238.37353,109.0,570.0,-0.0004606239403722,0.601825064296995,13.255958795547484,352.54056494714746,2.933191300067402,1,-1.0,-1.0,0,0,3,11,1,69.0,100.0,10
cotonou_351,32.0,63.0,210.0,14.8,1011.0,1864.632881121097,21238.37353,109.0,570.0,-0.0005669315774315,0.6817638780284493,12.77996587753296,348.0669234057257,2.953995026732875,1,-1.0,-1.0,0,0,0,16,1,68.2,100.0,10
cotonou_352,32.0,63.0,210.0,14.8,1011.0,1903.6547931908897,21238.37353,109.0,570.0,-0.0005791064464684,0.6203120159701435,12.897931098937988,338.4123389845741,2.890005324777959,1,-1.0,-1.0,0,0,2,10,1,73.4,100.0,10
cotonou_362,32.0,63.0,210.0,16.6,1010.0,2133.3515039050267,21238.37353,109.0,570.0,-0.0004107036293328,0.5865269374670157,12.96994972229004,321.89918231184487,2.577355348061517,1,-1.0,-1.0,0,0,3,13,1,70.8,100.0,10
cotonou_363,32.0,63.0,210.0,16.6,1010.0,2242.2083007773217,21238.37353,109.0,570.0,-0.0005241045188078,0.5770539946464132,12.700530290603638,327.94606833374064,2.459256092023098,1,-1.0,-1.0,0,0,2,4,1,61.2,100.0,10
cotonou_373,32.0,63.0,210.0,16.6,1010.0,2443.1425832004684,21238.37353,109.0,570.0,-0.000651853235941,0.8907281569137181,12.157124280929564,312.81942311122515,2.269939034491846,1,-1.0,-1.0,0,0,5,11,1,67.2,100.0,10
cotonou_372,32.0,63.0,210.0,16.6,1010.0,2304.4553489697555,21238.37353,109.0,570.0,-0.0006662708797535,0.7603450078155498,12.344685554504396,318.6690040309697,2.401737818316058,1,-1.0,-1.0,0,0,6,9,1,62.3,100.0,10
cotonou_371,33.0,67.0,200.0,18.4,1012.0,2392.526817876094,21238.37353,109.0,570.0,-0.0007717451822782,0.7785373349187322,11.931247353553772,324.5844189758815,2.323309911781513,1,-1.0,-1.0,0,0,0,4,1,86.3,100.0,10
cotonou_381,33.0,67.0,200.0,18.4,1012.0,2519.916269417303,21238.37353,109.0,570.0,-0.0006997092739758,0.8322413047341666,11.931666493415833,325.77999203484774,2.205969114958835,1,-1.0,-1.0,0,0,2,9,1,84.9,100.0,10
cotonou_382,33.0,67.0,190.0,20.5,1010.0,2789.366948284137,21238.37353,109.0,570.0,-0.0006191874942788,0.9314494492274372,11.944288969039915,326.3437879123547,1.992796284566121,1,-1.0,-1.0,0,0,0,4,1,73.3,100.0,10
cotonou_383,33.0,67.0,190.0,20.5,1010.0,2755.761384973076,21238.37353,109.0,570.0,-0.0005152521403968,0.8487889199755515,12.26429295539856,331.57629303288974,2.010432723395099,1,-1.0,-1.0,0,0,1,5,1,81.4,100.0,10
cotonou_391,33.0,67.0,190.0,20.5,1010.0,2397.237066516662,21238.37353,109.0,570.0,-0.000528773575805,0.752024599596548,12.363491773605348,332.67924043203925,2.3084357748782307,1,-1.0,-1.0,0,0,1,5,1,82.1,100.0,10
cotonou_393,33.0,67.0,190.0,20.5,1010.0,2281.672451781737,21238.37353,109.0,570.0,-0.0007534375028218,0.9615168633451768,11.929412126541138,339.99396001276114,2.4361003837186064,1,-1.0,-1.0,0,0,0,1,1,83.2,100.0,10
cotonou_392,31.7,72.0,200.0,14.8,1010.3,2596.929267799413,21238.37353,109.0,570.0,-0.0005002430555329,1.070994577299552,12.101269483566284,339.52928307892944,2.1368752651774363,1,-1.0,-1.0,0,0,2,4,1,76.9,100.0,10
cotonou_3101,31.7,72.0,200.0,14.8,1010.3,2461.2891382467865,21238.37353,109.0,570.0,-0.0006952386999887,1.052655240428394,11.942442655563354,346.81341536268167,2.258210358054649,1,-1.0,-1.0,0,0,0,5,1,87.9,100.0,10
cotonou_3102,31.7,72.0,200.0,14.8,1010.3,2091.66607307581,21238.37353,109.0,570.0,-0.0008232993970863,0.8657620007297823,12.09377384185791,343.35951875637244,2.652598507800038,1,-1.0,-1.0,0,0,0,1,1,86.5,100.0,10
cotonou_3103,31.7,72.0,200.0,14.8,1010.3,2248.68311861198,21238.37353,109.0,570.0,-0.0007647510450236,0.9373383632869612,11.974279999732971,351.9721520057031,2.470654122380948,1,-1.0,-1.0,0,0,0,1,1,87.4,100.0,10
cotonou_3111,32.0,75.0,200.0,20.5,1010.0,2323.444540825501,21238.37353,109.0,570.0,-0.0006795404354731,0.8858659271681361,12.120327234268188,358.43599708227816,2.387654512523061,1,-1.0,-1.0,0,0,1,2,1,86.5,100.0,10
cotonou_3112,32.0,75.0,200.0,20.5,1010.0,2105.6499561479964,21238.37353,109.0,570.0,-0.0002773868966657,0.5829756396543426,13.214202880859377,4.829730025900801,2.6045834493377087,1,-1.0,-1.0,0,0,2,1,1,75.5,100.0,10
cotonou_3113,32.0,75.0,200.0,20.5,1010.0,1942.307200931934,21238.37353,109.0,570.0,-0.0004125854238086,0.5440243108539052,13.184560775756836,359.2640281584011,2.824153444848923,1,-1.0,-1.0,0,0,1,6,1,86.2,100.0,10
cotonou_3123,32.0,75.0,200.0,20.5,1010.0,1894.0214471908785,21238.37353,109.0,570.0,0.0001610459411163,0.4460530034419209,14.044882774353027,9.025504765803134,2.870071085935269,1,-1.0,-1.0,0,0,6,7,1,68.0,100.0,10
